model,addActSerial,addActParallel,deleteAct,replaceAct,addConst,removeConst,GED,,
Process101,0,0,2,0,3,0,0,5,0.385
Process101,0,0,2,0,3,0,1,6,0.494
Process101,0,0,2,0,3,0,2,7,0.425
Process101,0,0,2,0,3,0,3,8,0.412
Process101,0,0,2,0,3,1,0,6,0.527
Process101,0,0,2,0,3,1,1,7,0.526
Process101,0,0,2,0,3,1,2,8,0.482
Process101,0,0,2,0,3,1,3,9,0.348
Process101,0,0,2,0,3,2,0,7,0.555
Process101,0,0,2,0,3,2,1,8,0.299
Process101,0,0,2,0,3,2,2,9,0.478
Process101,0,0,2,0,3,2,3,10,0.403
Process101,0,0,2,0,3,3,0,8,0.453
Process101,0,0,2,0,3,3,1,9,0.455
Process101,0,0,2,0,3,3,2,10,0.264
Process101,0,0,2,0,3,3,3,11,0.416
Process101,0,0,2,1,0,0,0,3,0.466
Process101,0,0,2,1,0,0,1,4,0.545
Process101,0,0,2,1,0,0,2,5,0.604
Process101,0,0,2,1,0,0,3,6,0.437
Process101,0,0,2,1,0,1,0,4,0.585
Process101,0,0,2,1,0,1,1,5,0.449
Process101,0,0,2,1,0,1,2,6,0.482
Process101,0,0,2,1,0,1,3,7,0.393
Process101,0,0,2,1,0,2,0,5,0.387
Process101,0,0,2,1,0,2,1,6,0.425
Process101,0,0,2,1,0,2,2,7,0.383
Process101,0,0,2,1,0,2,3,8,0.512
Process101,0,0,2,1,0,3,0,6,0.443
Process101,0,0,2,1,0,3,1,7,0.573
Process101,0,0,2,1,0,3,2,8,0.463
Process101,0,0,2,1,0,3,3,9,0.403
Process101,0,0,2,1,1,0,0,4,0.286
Process101,0,0,2,1,1,0,1,5,0.467
Process101,0,0,2,1,1,0,2,6,0.541
Process101,0,0,2,1,1,0,3,7,0.554
Process101,0,0,2,1,1,1,0,5,0.487
Process101,0,0,2,1,1,1,1,6,0.559
Process101,0,0,2,1,1,1,2,7,0.498
Process101,0,0,2,1,1,1,3,8,0.414
Process101,0,0,2,1,1,2,0,6,0.609
Process101,0,0,2,1,1,2,1,7,0.484
Process101,0,0,2,1,1,2,2,8,0.57
Process101,0,0,2,1,1,2,3,9,0.401
Process101,0,0,2,1,1,3,0,7,0.54
Process101,0,0,2,1,1,3,1,8,0.457
Process101,0,0,2,1,1,3,2,9,0.516
Process101,0,0,2,1,1,3,3,10,0.482
Process101,0,0,2,1,2,0,0,5,0.6
Process101,0,0,2,1,2,0,1,6,0.555
Process101,0,0,2,1,2,0,2,7,0.59
Process101,0,0,2,1,2,0,3,8,0.405
Process101,0,0,2,1,2,1,0,6,0.571
Process101,0,0,2,1,2,1,1,7,0.474
Process101,0,0,2,1,2,1,2,8,0.423
Process101,0,0,2,1,2,1,3,9,0.404
Process101,0,0,2,1,2,2,0,7,0.423
Process101,0,0,2,1,2,2,1,8,0.443
Process101,0,0,2,1,2,2,2,9,0.497
Process101,0,0,2,1,2,2,3,10,0.32
Process101,0,0,2,1,2,3,0,8,0.522
Process101,0,0,2,1,2,3,1,9,0.427
Process101,0,0,2,1,2,3,2,10,0.379
Process101,0,0,2,1,2,3,3,11,0.411
Process101,0,0,2,1,3,0,0,6,0.397
Process101,0,0,2,1,3,0,1,7,0.459
Process101,0,0,2,1,3,0,2,8,0.34
Process101,0,0,2,1,3,0,3,9,0.482
Process101,0,0,2,1,3,1,0,7,0.697
Process101,0,0,2,1,3,1,1,8,0.613
Process101,0,0,2,1,3,1,2,9,0.492
Process101,0,0,2,1,3,1,3,10,0.427
Process101,0,0,2,1,3,2,0,8,0.6
Process101,0,0,2,1,3,2,1,9,0.644
Process101,0,0,2,1,3,2,2,10,0.431
Process101,0,0,2,1,3,2,3,11,0.553
Process101,0,0,2,1,3,3,0,9,0.567
Process101,0,0,2,1,3,3,1,10,0.573
Process101,0,0,2,1,3,3,2,11,0.501
Process101,0,0,2,1,3,3,3,12,0.371
Process101,0,0,2,2,0,0,0,4,0.579
Process101,0,0,2,2,0,0,1,5,0.493
Process101,0,0,2,2,0,0,2,6,0.543
Process101,0,0,2,2,0,0,3,7,0.413
Process101,0,0,2,2,0,1,0,5,0.565
Process101,0,0,2,2,0,1,1,6,0.38
Process101,0,0,2,2,0,1,2,7,0.502
Process101,0,0,2,2,0,1,3,8,0.33
Process101,0,0,2,2,0,2,0,6,0.627
Process101,0,0,2,2,0,2,1,7,0.691
Process101,0,0,2,2,0,2,2,8,0.457
Process101,0,0,2,2,0,2,3,9,0.488
Process101,0,0,2,2,0,3,0,7,0.595
Process101,0,0,2,2,0,3,1,8,0.39
Process101,0,0,2,2,0,3,2,9,0.329
Process101,0,0,2,2,0,3,3,10,0.37
Process101,0,0,2,2,1,0,0,5,0.474
Process101,0,0,2,2,1,0,1,6,0.36
Process101,0,0,2,2,1,0,2,7,0.363
Process101,0,0,2,2,1,0,3,8,0.494
Process101,0,0,2,2,1,1,0,6,0.567
Process101,0,0,2,2,1,1,1,7,0.562
Process101,0,0,2,2,1,1,2,8,0.478
Process101,0,0,2,2,1,1,3,9,0.383
Process101,0,0,2,2,1,2,0,7,0.459
Process101,0,0,2,2,1,2,1,8,0.396
Process101,0,0,2,2,1,2,2,9,0.318
Process101,0,0,2,2,1,2,3,10,0.353
Process101,0,0,2,2,1,3,0,8,0.398
Process101,0,0,2,2,1,3,1,9,0.29
Process101,0,0,2,2,1,3,2,10,0.406
Process101,0,0,2,2,1,3,3,11,0.369
Process101,0,0,2,2,2,0,0,6,0.537
Process101,0,0,2,2,2,0,1,7,0.466
Process101,0,0,2,2,2,0,2,8,0.381
Process101,0,0,2,2,2,0,3,9,0.43
Process101,0,0,2,2,2,1,0,7,0.312
Process101,0,0,2,2,2,1,1,8,0.399
Process101,0,0,2,2,2,1,2,9,0.454
Process101,0,0,2,2,2,1,3,10,0.5
Process101,0,0,2,2,2,2,0,8,0.52
Process101,0,0,2,2,2,2,1,9,0.451
Process101,0,0,2,2,2,2,2,10,0.404
Process101,0,0,2,2,2,2,3,11,0.454
Process101,0,0,2,2,2,3,0,9,0.602
Process101,0,0,2,2,2,3,1,10,0.316
Process101,0,0,2,2,2,3,2,11,0.428
Process101,0,0,2,2,2,3,3,12,0.329
Process101,0,0,2,2,3,0,0,7,0.606
Process101,0,0,2,2,3,0,1,8,0.408
Process101,0,0,2,2,3,0,2,9,0.479
Process101,0,0,2,2,3,0,3,10,0.397
Process101,0,0,2,2,3,1,0,8,0.482
Process101,0,0,2,2,3,1,1,9,0.298
Process101,0,0,2,2,3,1,2,10,0.306
Process101,0,0,2,2,3,1,3,11,0.607
Process101,0,0,2,2,3,2,0,9,0.349
Process101,0,0,2,2,3,2,1,10,0.367
Process101,0,0,2,2,3,2,2,11,0.375
Process101,0,0,2,2,3,2,3,12,0.43
Process101,0,0,2,2,3,3,0,10,0.504
Process101,0,0,2,2,3,3,1,11,0.395
Process101,0,0,2,2,3,3,2,12,0.297
Process101,0,0,2,2,3,3,3,13,0.495
Process101,0,0,2,3,0,0,0,5,0.523
Process101,0,0,2,3,0,0,1,6,0.444
Process101,0,0,2,3,0,0,2,7,0.428
Process101,0,0,2,3,0,0,3,8,0.379
Process101,0,0,2,3,0,1,0,6,0.586
Process101,0,0,2,3,0,1,1,7,0.458
Process101,0,0,2,3,0,1,2,8,0.568
Process101,0,0,2,3,0,1,3,9,0.397
Process101,0,0,2,3,0,2,0,7,0.338
Process101,0,0,2,3,0,2,1,8,0.523
Process101,0,0,2,3,0,2,2,9,0.382
Process101,0,0,2,3,0,2,3,10,0.36
Process101,0,0,2,3,0,3,0,8,0.39
Process101,0,0,2,3,0,3,1,9,0.458
Process101,0,0,2,3,0,3,2,10,0.535
Process101,0,0,2,3,0,3,3,11,0.42
Process101,0,0,2,3,1,0,0,6,0.451
Process101,0,0,2,3,1,0,1,7,0.542
Process101,0,0,2,3,1,0,2,8,0.344
Process101,0,0,2,3,1,0,3,9,0.435
Process101,0,0,2,3,1,1,0,7,0.427
Process101,0,0,2,3,1,1,1,8,0.438
Process101,0,0,2,3,1,1,2,9,0.325
Process101,0,0,2,3,1,1,3,10,0.373
Process101,0,0,2,3,1,2,0,8,0.454
Process101,0,0,2,3,1,2,1,9,0.568
Process101,0,0,2,3,1,2,2,10,0.413
Process101,0,0,2,3,1,2,3,11,0.418
Process101,0,0,2,3,1,3,0,9,0.415
Process101,0,0,2,3,1,3,1,10,0.452
Process101,0,0,2,3,1,3,2,11,0.399
Process101,0,0,2,3,1,3,3,12,0.424
Process101,0,0,2,3,2,0,0,7,0.518
Process101,0,0,2,3,2,0,1,8,0.464
Process101,0,0,2,3,2,0,2,9,0.506
Process101,0,0,2,3,2,0,3,10,0.354
Process101,0,0,2,3,2,1,0,8,0.559
Process101,0,0,2,3,2,1,1,9,0.538
Process101,0,0,2,3,2,1,2,10,0.289
Process101,0,0,2,3,2,1,3,11,0.38
Process101,0,0,2,3,2,2,0,9,0.557
Process101,0,0,2,3,2,2,1,10,0.442
Process101,0,0,2,3,2,2,2,11,0.434
Process101,0,0,2,3,2,2,3,12,0.347
Process101,0,0,2,3,2,3,0,10,0.602
Process101,0,0,2,3,2,3,1,11,0.426
Process101,0,0,2,3,2,3,2,12,0.313
Process101,0,0,2,3,2,3,3,13,0.336
Process101,0,0,2,3,3,0,0,8,0.478
Process101,0,0,2,3,3,0,1,9,0.359
Process101,0,0,2,3,3,0,2,10,0.476
Process101,0,0,2,3,3,0,3,11,0.455
Process101,0,0,2,3,3,1,0,9,0.453
Process101,0,0,2,3,3,1,1,10,0.471
Process101,0,0,2,3,3,1,2,11,0.361
Process101,0,0,2,3,3,1,3,12,0.342
Process101,0,0,2,3,3,2,0,10,0.322
Process101,0,0,2,3,3,2,1,11,0.44
Process101,0,0,2,3,3,2,2,12,0.427
Process101,0,0,2,3,3,2,3,13,0.389
Process101,0,0,2,3,3,3,0,11,0.454
Process101,0,0,2,3,3,3,1,12,0.557
Process101,0,0,2,3,3,3,2,13,0.346
Process101,0,0,2,3,3,3,3,14,0.474
Process101,0,0,3,0,0,0,0,3,0.612
Process101,0,0,3,0,0,0,1,4,0.657
Process101,0,0,3,0,0,0,2,5,0.514
Process101,0,0,3,0,0,0,3,6,0.407
Process101,0,0,3,0,0,1,0,4,0.459
Process101,0,0,3,0,0,1,1,5,0.43
Process101,0,0,3,0,0,1,2,6,0.394
Process101,0,0,3,0,0,1,3,7,0.429
Process101,0,0,3,0,0,2,0,5,0.515
Process101,0,0,3,0,0,2,1,6,0.448
Process101,0,0,3,0,0,2,2,7,0.459
Process101,0,0,3,0,0,2,3,8,0.351
Process101,0,0,3,0,0,3,0,6,0.429
Process101,0,0,3,0,0,3,1,7,0.511
Process101,0,0,3,0,0,3,2,8,0.553
Process101,0,0,3,0,0,3,3,9,0.575
Process101,0,0,3,0,1,0,0,4,0.635
Process101,0,0,3,0,1,0,1,5,0.537
Process101,0,0,3,0,1,0,2,6,0.472
Process101,0,0,3,0,1,0,3,7,0.444
Process101,0,0,3,0,1,1,0,5,0.511
Process101,0,0,3,0,1,1,1,6,0.444
Process101,0,0,3,0,1,1,2,7,0.463
Process101,0,0,3,0,1,1,3,8,0.539
Process101,0,0,3,0,1,2,0,6,0.451
Process101,0,0,3,0,1,2,1,7,0.574
Process101,0,0,3,0,1,2,2,8,0.421
Process101,0,0,3,0,1,2,3,9,0.434
Process101,0,0,3,0,1,3,0,7,0.631
Process101,0,0,3,0,1,3,1,8,0.53
Process101,0,0,3,0,1,3,2,9,0.419
Process101,0,0,3,0,1,3,3,10,0.34
Process101,0,0,3,0,2,0,0,5,0.548
Process101,0,0,3,0,2,0,1,6,0.522
Process101,0,0,3,0,2,0,2,7,0.412
Process101,0,0,3,0,2,0,3,8,0.365
Process101,0,0,3,0,2,1,0,6,0.648
Process101,0,0,3,0,2,1,1,7,0.509
Process101,0,0,3,0,2,1,2,8,0.578
Process101,0,0,3,0,2,1,3,9,0.396
Process101,0,0,3,0,2,2,0,7,0.426
Process101,0,0,3,0,2,2,1,8,0.473
Process101,0,0,3,0,2,2,2,9,0.377
Process101,0,0,3,0,2,2,3,10,0.454
Process101,0,0,3,0,2,3,0,8,0.526
Process101,0,0,3,0,2,3,1,9,0.541
Process101,0,0,3,0,2,3,2,10,0.404
Process101,0,0,3,0,2,3,3,11,0.385
Process101,0,0,3,0,3,0,0,6,0.557
Process101,0,0,3,0,3,0,1,7,0.439
Process101,0,0,3,0,3,0,2,8,0.435
Process101,0,0,3,0,3,0,3,9,0.408
Process101,0,0,3,0,3,1,0,7,0.437
Process101,0,0,3,0,3,1,1,8,0.501
Process101,0,0,3,0,3,1,2,9,0.64
Process101,0,0,3,0,3,1,3,10,0.461
Process101,0,0,3,0,3,2,0,8,0.669
Process101,0,0,3,0,3,2,1,9,0.428
Process101,0,0,3,0,3,2,2,10,0.466
Process101,0,0,3,0,3,2,3,11,0.418
Process101,0,0,3,0,3,3,0,9,0.402
Process101,0,0,3,0,3,3,1,10,0.47
Process101,0,0,3,0,3,3,2,11,0.552
Process101,0,0,3,0,3,3,3,12,0.256
Process101,0,0,3,1,0,0,0,4,0.39
Process101,0,0,3,1,0,0,1,5,0.56
Process101,0,0,3,1,0,0,2,6,0.484
Process101,0,0,3,1,0,0,3,7,0.34
Process101,0,0,3,1,0,1,0,5,0.423
Process101,0,0,3,1,0,1,1,6,0.617
Process101,0,0,3,1,0,1,2,7,0.375
Process101,0,0,3,1,0,1,3,8,0.453
Process101,0,0,3,1,0,2,0,6,0.397
Process101,0,0,3,1,0,2,1,7,0.536
Process101,0,0,3,1,0,2,2,8,0.463
Process101,0,0,3,1,0,2,3,9,0.318
Process101,0,0,3,1,0,3,0,7,0.626
Process101,0,0,3,1,0,3,1,8,0.461
Process101,0,0,3,1,0,3,2,9,0.392
Process101,0,0,3,1,0,3,3,10,0.39
Process101,0,0,3,1,1,0,0,5,0.583
Process101,0,0,3,1,1,0,1,6,0.535
Process101,0,0,3,1,1,0,2,7,0.553
Process101,0,0,3,1,1,0,3,8,0.346
Process101,0,0,3,1,1,1,0,6,0.453
Process101,0,0,3,1,1,1,1,7,0.582
Process101,0,0,3,1,1,1,2,8,0.489
Process101,0,0,3,1,1,1,3,9,0.423
Process101,0,0,3,1,1,2,0,7,0.468
Process101,0,0,3,1,1,2,1,8,0.398
Process101,0,0,3,1,1,2,2,9,0.365
Process101,0,0,3,1,1,2,3,10,0.343
Process101,0,0,3,1,1,3,0,8,0.434
Process101,0,0,3,1,1,3,1,9,0.492
Process101,0,0,3,1,1,3,2,10,0.33
Process101,0,0,3,1,1,3,3,11,0.369
Process101,0,0,3,1,2,0,0,6,0.603
Process101,0,0,3,1,2,0,1,7,0.482
Process101,0,0,3,1,2,0,2,8,0.452
Process101,0,0,3,1,2,0,3,9,0.328
Process101,0,0,3,1,2,1,0,7,0.498
Process101,0,0,3,1,2,1,1,8,0.471
Process101,0,0,3,1,2,1,2,9,0.456
Process101,0,0,3,1,2,1,3,10,0.362
Process101,0,0,3,1,2,2,0,8,0.42
Process101,0,0,3,1,2,2,1,9,0.54
Process101,0,0,3,1,2,2,2,10,0.345
Process101,0,0,3,1,2,2,3,11,0.434
Process101,0,0,3,1,2,3,0,9,0.453
Process101,0,0,3,1,2,3,1,10,0.375
Process101,0,0,3,1,2,3,2,11,0.359
Process101,0,0,3,1,2,3,3,12,0.383
Process101,0,0,3,1,3,0,0,7,0.47
Process101,0,0,3,1,3,0,1,8,0.298
Process101,0,0,3,1,3,0,2,9,0.349
Process101,0,0,3,1,3,0,3,10,0.196
Process101,0,0,3,1,3,1,0,8,0.459
Process101,0,0,3,1,3,1,1,9,0.52
Process101,0,0,3,1,3,1,2,10,0.528
Process101,0,0,3,1,3,1,3,11,0.45
Process101,0,0,3,1,3,2,0,9,0.448
Process101,0,0,3,1,3,2,1,10,0.538
Process101,0,0,3,1,3,2,2,11,0.325
Process101,0,0,3,1,3,2,3,12,0.403
Process101,0,0,3,1,3,3,0,10,0.47
Process101,0,0,3,1,3,3,1,11,0.449
Process101,0,0,3,1,3,3,2,12,0.448
Process101,0,0,3,1,3,3,3,13,0.338
Process101,0,0,3,2,0,0,0,5,0.541
Process101,0,0,3,2,0,0,1,6,0.598
Process101,0,0,3,2,0,0,2,7,0.589
Process101,0,0,3,2,0,0,3,8,0.5
Process101,0,0,3,2,0,1,0,6,0.517
Process101,0,0,3,2,0,1,1,7,0.401
Process101,0,0,3,2,0,1,2,8,0.477
Process101,0,0,3,2,0,1,3,9,0.54
Process101,0,0,3,2,0,2,0,7,0.508
Process101,0,0,3,2,0,2,1,8,0.375
Process101,0,0,3,2,0,2,2,9,0.391
Process101,0,0,3,2,0,2,3,10,0.419
Process101,0,0,3,2,0,3,0,8,0.416
Process101,0,0,3,2,0,3,1,9,0.468
Process101,0,0,3,2,0,3,2,10,0.345
Process101,0,0,3,2,0,3,3,11,0.36
Process101,0,0,3,2,1,0,0,6,0.489
Process101,0,0,3,2,1,0,1,7,0.369
Process101,0,0,3,2,1,0,2,8,0.322
Process101,0,0,3,2,1,0,3,9,0.466
Process101,0,0,3,2,1,1,0,7,0.472
Process101,0,0,3,2,1,1,1,8,0.439
Process101,0,0,3,2,1,1,2,9,0.385
Process101,0,0,3,2,1,1,3,10,0.396
Process101,0,0,3,2,1,2,0,8,0.474
Process101,0,0,3,2,1,2,1,9,0.402
Process101,0,0,3,2,1,2,2,10,0.388
Process101,0,0,3,2,1,2,3,11,0.355
Process101,0,0,3,2,1,3,0,9,0.399
Process101,0,0,3,2,1,3,1,10,0.548
Process101,0,0,3,2,1,3,2,11,0.44
Process101,0,0,3,2,1,3,3,12,0.414
Process101,0,0,3,2,2,0,0,7,0.62
Process101,0,0,3,2,2,0,1,8,0.381
Process101,0,0,3,2,2,0,2,9,0.425
Process101,0,0,3,2,2,0,3,10,0.537
Process101,0,0,3,2,2,1,0,8,0.446
Process101,0,0,3,2,2,1,1,9,0.501
Process101,0,0,3,2,2,1,2,10,0.501
Process101,0,0,3,2,2,1,3,11,0.515
Process101,0,0,3,2,2,2,0,9,0.64
Process101,0,0,3,2,2,2,1,10,0.355
Process101,0,0,3,2,2,2,2,11,0.38
Process101,0,0,3,2,2,2,3,12,0.361
Process101,0,0,3,2,2,3,0,10,0.459
Process101,0,0,3,2,2,3,1,11,0.469
Process101,0,0,3,2,2,3,2,12,0.418
Process101,0,0,3,2,2,3,3,13,0.355
Process101,0,0,3,2,3,0,0,8,0.435
Process101,0,0,3,2,3,0,1,9,0.426
Process101,0,0,3,2,3,0,2,10,0.481
Process101,0,0,3,2,3,0,3,11,0.413
Process101,0,0,3,2,3,1,0,9,0.37
Process101,0,0,3,2,3,1,1,10,0.368
Process101,0,0,3,2,3,1,2,11,0.525
Process101,0,0,3,2,3,1,3,12,0.465
Process101,0,0,3,2,3,2,0,10,0.424
Process101,0,0,3,2,3,2,1,11,0.43
Process101,0,0,3,2,3,2,2,12,0.393
Process101,0,0,3,2,3,2,3,13,0.456
Process101,0,0,3,2,3,3,0,11,0.437
Process101,0,0,3,2,3,3,1,12,0.408
Process101,0,0,3,2,3,3,2,13,0.337
Process101,0,0,3,2,3,3,3,14,0.395
Process101,0,0,3,3,0,0,0,6,0.582
Process101,0,0,3,3,0,0,1,7,0.376
Process101,0,0,3,3,0,0,2,8,0.397
Process101,0,0,3,3,0,0,3,9,0.442
Process101,0,0,3,3,0,1,0,7,0.504
Process101,0,0,3,3,0,1,1,8,0.469
Process101,0,0,3,3,0,1,2,9,0.281
Process101,0,0,3,3,0,1,3,10,0.39
Process101,0,0,3,3,0,2,0,8,0.52
Process101,0,0,3,3,0,2,1,9,0.497
Process101,0,0,3,3,0,2,2,10,0.648
Process101,0,0,3,3,0,2,3,11,0.459
Process101,0,0,3,3,0,3,0,9,0.406
Process101,0,0,3,3,0,3,1,10,0.32
Process101,0,0,3,3,0,3,2,11,0.539
Process101,0,0,3,3,0,3,3,12,0.401
Process101,0,0,3,3,1,0,0,7,0.482
Process101,0,0,3,3,1,0,1,8,0.49
Process101,0,0,3,3,1,0,2,9,0.608
Process101,0,0,3,3,1,0,3,10,0.499
Process101,0,0,3,3,1,1,0,8,0.478
Process101,0,0,3,3,1,1,1,9,0.396
Process101,0,0,3,3,1,1,2,10,0.459
Process101,0,0,3,3,1,1,3,11,0.307
Process101,0,0,3,3,1,2,0,9,0.332
Process101,0,0,3,3,1,2,1,10,0.363
Process101,0,0,3,3,1,2,2,11,0.347
Process101,0,0,3,3,1,2,3,12,0.345
Process101,0,0,3,3,1,3,0,10,0.395
Process101,0,0,3,3,1,3,1,11,0.334
Process101,0,0,3,3,1,3,2,12,0.41
Process101,0,0,3,3,1,3,3,13,0.35
Process101,0,0,3,3,2,0,0,8,0.55
Process101,0,0,3,3,2,0,1,9,0.527
Process101,0,0,3,3,2,0,2,10,0.485
Process101,0,0,3,3,2,0,3,11,0.497
Process101,0,0,3,3,2,1,0,9,0.373
Process101,0,0,3,3,2,1,1,10,0.366
Process101,0,0,3,3,2,1,2,11,0.25
Process101,0,0,3,3,2,1,3,12,0.333
Process101,0,0,3,3,2,2,0,10,0.497
Process101,0,0,3,3,2,2,1,11,0.354
Process101,0,0,3,3,2,2,2,12,0.327
Process101,0,0,3,3,2,2,3,13,0.437
Process101,0,0,3,3,2,3,0,11,0.377
Process101,0,0,3,3,2,3,1,12,0.32
Process101,0,0,3,3,2,3,2,13,0.429
Process101,0,0,3,3,2,3,3,14,0.412
Process101,0,0,3,3,3,0,0,9,0.546
Process101,0,0,3,3,3,0,1,10,0.408
Process101,0,0,3,3,3,0,2,11,0.366
Process101,0,0,3,3,3,0,3,12,0.484
Process101,0,0,3,3,3,1,0,10,0.392
Process101,0,0,3,3,3,1,1,11,0.468
Process101,0,0,3,3,3,1,2,12,0.365
Process101,0,0,3,3,3,1,3,13,0.398
Process101,0,0,3,3,3,2,0,11,0.37
Process101,0,0,3,3,3,2,1,12,0.434
Process101,0,0,3,3,3,2,2,13,0.357
Process101,0,0,3,3,3,2,3,14,0.414
Process101,0,0,3,3,3,3,0,12,0.582
Process101,0,0,3,3,3,3,1,13,0.446
Process101,0,0,3,3,3,3,2,14,0.45
Process101,0,0,3,3,3,3,3,15,0.349
Process101,0,1,0,0,0,0,0,1,0.65
Process101,0,1,0,0,0,0,1,2,0.634
Process101,0,1,0,0,0,0,2,3,0.606
Process101,0,1,0,0,0,0,3,4,0.465
Process101,0,1,0,0,0,1,0,2,0.541
Process101,0,1,0,0,0,1,1,3,0.582
Process101,0,1,0,0,0,1,2,4,0.641
Process101,0,1,0,0,0,1,3,5,0.565
Process101,0,1,0,0,0,2,0,3,0.561
Process101,0,1,0,0,0,2,1,4,0.592
Process101,0,1,0,0,0,2,2,5,0.544
Process101,0,1,0,0,0,2,3,6,0.6
Process101,0,1,0,0,0,3,0,4,0.559
Process101,0,1,0,0,0,3,1,5,0.478
Process101,0,1,0,0,0,3,2,6,0.53
Process101,0,1,0,0,0,3,3,7,0.433
Process101,0,1,0,0,1,0,0,2,0.644
Process101,0,1,0,0,1,0,1,3,0.63
Process101,0,1,0,0,1,0,2,4,0.461
Process101,0,1,0,0,1,0,3,5,0.609
Process101,0,1,0,0,1,1,0,3,0.647
Process101,0,1,0,0,1,1,1,4,0.659
Process101,0,1,0,0,1,1,2,5,0.446
Process101,0,1,0,0,1,1,3,6,0.451
Process101,0,1,0,0,1,2,0,4,0.512
Process101,0,1,0,0,1,2,1,5,0.301
Process101,0,1,0,0,1,2,2,6,0.492
Process101,0,1,0,0,1,2,3,7,0.45
Process101,0,1,0,0,1,3,0,5,0.648
Process101,0,1,0,0,1,3,1,6,0.557
Process101,0,1,0,0,1,3,2,7,0.543
Process101,0,1,0,0,1,3,3,8,0.456
Process101,0,1,0,0,2,0,0,3,0.648
Process101,0,1,0,0,2,0,1,4,0.668
Process101,0,1,0,0,2,0,2,5,0.592
Process101,0,1,0,0,2,0,3,6,0.618
Process101,0,1,0,0,2,1,0,4,0.59
Process101,0,1,0,0,2,1,1,5,0.268
Process101,0,1,0,0,2,1,2,6,0.628
Process101,0,1,0,0,2,1,3,7,0.433
Process101,0,1,0,0,2,2,0,5,0.41
Process101,0,1,0,0,2,2,1,6,0.664
Process101,0,1,0,0,2,2,2,7,0.374
Process101,0,1,0,0,2,2,3,8,0.498
Process101,0,1,0,0,2,3,0,6,0.634
Process101,0,1,0,0,2,3,1,7,0.622
Process101,0,1,0,0,2,3,2,8,0.495
Process101,0,1,0,0,2,3,3,9,0.437
Process101,0,1,0,0,3,0,0,4,0.47
Process101,0,1,0,0,3,0,1,5,0.634
Process101,0,1,0,0,3,0,2,6,0.579
Process101,0,1,0,0,3,0,3,7,0.501
Process101,0,1,0,0,3,1,0,5,0.536
Process101,0,1,0,0,3,1,1,6,0.449
Process101,0,1,0,0,3,1,2,7,0.493
Process101,0,1,0,0,3,1,3,8,0.446
Process101,0,1,0,0,3,2,0,6,0.431
Process101,0,1,0,0,3,2,1,7,0.417
Process101,0,1,0,0,3,2,2,8,0.282
Process101,0,1,0,0,3,2,3,9,0.544
Process101,0,1,0,0,3,3,0,7,0.601
Process101,0,1,0,0,3,3,1,8,0.594
Process101,0,1,0,0,3,3,2,9,0.63
Process101,0,1,0,0,3,3,3,10,0.482
Process101,0,1,0,1,0,0,0,2,0.659
Process101,0,1,0,1,0,0,1,3,0.63
Process101,0,1,0,1,0,0,2,4,0.537
Process101,0,1,0,1,0,0,3,5,0.447
Process101,0,1,0,1,0,1,0,3,0.652
Process101,0,1,0,1,0,1,1,4,0.566
Process101,0,1,0,1,0,1,2,5,0.497
Process101,0,1,0,1,0,1,3,6,0.442
Process101,0,1,0,1,0,2,0,4,0.521
Process101,0,1,0,1,0,2,1,5,0.626
Process101,0,1,0,1,0,2,2,6,0.617
Process101,0,1,0,1,0,2,3,7,0.44
Process101,0,1,0,1,0,3,0,5,0.66
Process101,0,1,0,1,0,3,1,6,0.473
Process101,0,1,0,1,0,3,2,7,0.651
Process101,0,1,0,1,0,3,3,8,0.395
Process101,0,1,0,1,1,0,0,3,0.604
Process101,0,1,0,1,1,0,1,4,0.43
Process101,0,1,0,1,1,0,2,5,0.385
Process101,0,1,0,1,1,0,3,6,0.397
Process101,0,1,0,1,1,1,0,4,0.584
Process101,0,1,0,1,1,1,1,5,0.512
Process101,0,1,0,1,1,1,2,6,0.664
Process101,0,1,0,1,1,1,3,7,0.485
Process101,0,1,0,1,1,2,0,5,0.605
Process101,0,1,0,1,1,2,1,6,0.519
Process101,0,1,0,1,1,2,2,7,0.478
Process101,0,1,0,1,1,2,3,8,0.397
Process101,0,1,0,1,1,3,0,6,0.489
Process101,0,1,0,1,1,3,1,7,0.295
Process101,0,1,0,1,1,3,2,8,0.465
Process101,0,1,0,1,1,3,3,9,0.3
Process101,0,1,0,1,2,0,0,4,0.616
Process101,0,1,0,1,2,0,1,5,0.531
Process101,0,1,0,1,2,0,2,6,0.489
Process101,0,1,0,1,2,0,3,7,0.563
Process101,0,1,0,1,2,1,0,5,0.606
Process101,0,1,0,1,2,1,1,6,0.579
Process101,0,1,0,1,2,1,2,7,0.547
Process101,0,1,0,1,2,1,3,8,0.452
Process101,0,1,0,1,2,2,0,6,0.62
Process101,0,1,0,1,2,2,1,7,0.665
Process101,0,1,0,1,2,2,2,8,0.391
Process101,0,1,0,1,2,2,3,9,0.648
Process101,0,1,0,1,2,3,0,7,0.642
Process101,0,1,0,1,2,3,1,8,0.562
Process101,0,1,0,1,2,3,2,9,0.416
Process101,0,1,0,1,2,3,3,10,0.444
Process101,0,1,0,1,3,0,0,5,0.673
Process101,0,1,0,1,3,0,1,6,0.61
Process101,0,1,0,1,3,0,2,7,0.551
Process101,0,1,0,1,3,0,3,8,0.53
Process101,0,1,0,1,3,1,0,6,0.457
