sep=,
Process101,18,3.220000000000002E-4
Process101,18,4.3300000000000006E-4
Process101,18,3.91E-4
Process101,18,4.269999999999999E-4
Process101,18,3.430000000000002E-4
Process101,18,3.7800000000000013E-4
Process101,18,4.3E-4
Process101,18,4.540000000000001E-4
Process101,18,2.7300000000000013E-4
Process101,18,4.3200000000000004E-4
Process101,18,3.7500000000000006E-4
Process101,18,4.690000000000001E-4
Process101,18,3.89E-4
Process101,18,3.610000000000001E-4
Process101,18,5.140000000000001E-4
Process101,18,2.7000000000000006E-4
Process101,18,3.8900000000000013E-4
Process101,18,4.1300000000000006E-4
Process101,18,3.98E-4
Process101,18,4.720000000000002E-4
Process101,18,3.97E-4
Process101,18,4.6199999999999995E-4
Process101,18,5.41E-4
Process101,18,4.3100000000000007E-4
Process101,18,4.7099999999999996E-4
Process101,18,5.17E-4
Process101,18,4.72E-4
Process101,18,4.0399999999999995E-4
Process101,18,4.289999999999998E-4
Process101,18,4.6400000000000006E-4
Process101,18,5.789999999999998E-4
Process101,18,3.78E-4
Process101,18,3.860000000000001E-4
Process101,19,3.7899999999999994E-4
Process101,19,4.8400000000000006E-4
Process101,19,4.2500000000000003E-4
Process101,19,3.0200000000000013E-4
Process101,19,3.700000000000001E-4
Process101,19,4.5999999999999996E-4
Process101,19,4.3300000000000006E-4
Process101,19,3.510000000000001E-4
Process101,19,3.630000000000002E-4
Process101,19,5.24E-4
Process101,19,4.650000000000001E-4
Process101,19,4.4400000000000006E-4
Process101,19,3.3000000000000005E-4
Process101,19,4.83E-4
Process101,19,2.51E-4
Process101,19,4.49E-4
Process101,19,2.619999999999999E-4
Process101,19,3.79E-4
Process101,19,4.1400000000000003E-4
Process101,19,3.480000000000001E-4
Process101,19,4.6200000000000006E-4
Process101,19,5.13E-4
Process101,19,3.440000000000002E-4
Process101,19,3.250000000000002E-4
Process101,19,4.33E-4
Process101,19,5.05E-4
Process101,19,3.0000000000000014E-4
Process101,19,4.0500000000000003E-4
Process101,19,4.68E-4
Process101,19,3.340000000000001E-4
Process101,19,3.5600000000000014E-4
Process101,19,3.770000000000001E-4
Process101,19,3.3400000000000015E-4
Process101,19,4.910000000000001E-4
Process101,19,3.4300000000000015E-4
Process101,19,4.289999999999999E-4
Process101,19,4.7400000000000003E-4
Process101,19,3.4600000000000006E-4
Process101,19,3.83E-4
Process101,19,5.18E-4
Process101,19,4.920000000000001E-4
Process101,19,4.4000000000000007E-4
Process101,19,5.24E-4
Process101,19,5.249999999999999E-4
Process101,19,4.2600000000000005E-4
Process101,19,5.230000000000001E-4
Process101,19,4.8700000000000024E-4
Process101,19,4.940000000000002E-4
Process101,19,5.04E-4
Process101,19,3.3500000000000023E-4
Process101,20,5.669999999999999E-4
Process101,20,3.95E-4
Process101,20,4.2800000000000005E-4
Process101,20,3.470000000000001E-4
Process101,20,3.2100000000000027E-4
Process101,20,5.030000000000001E-4
Process101,20,4.610000000000001E-4
Process101,20,3.1300000000000024E-4
Process101,20,3.3900000000000027E-4
Process101,20,4.660000000000001E-4
Process101,20,3.0800000000000017E-4
Process101,20,3.5900000000000005E-4
Process101,20,5.080000000000001E-4
Process101,20,3.510000000000001E-4
Process101,20,4.1000000000000015E-4
Process101,20,3.9200000000000004E-4
Process101,20,3.600000000000001E-4
Process101,20,3.7300000000000023E-4
Process101,20,3.230000000000001E-4
Process101,20,5.08E-4
Process101,20,2.980000000000002E-4
Process101,20,3.959999999999999E-4
Process101,20,4.0500000000000003E-4
Process101,20,5.549999999999998E-4
Process101,20,4.84E-4
Process101,20,3.779999999999999E-4
Process101,20,4.0E-4
Process101,20,4.730000000000001E-4
Process101,20,3.730000000000001E-4
Process101,20,4.139999999999999E-4
Process101,20,4.04E-4
Process101,20,3.480000000000002E-4
Process101,20,3.9200000000000015E-4
Process101,20,4.3299999999999995E-4
Process101,20,4.27E-4
Process101,20,4.4500000000000003E-4
Process101,20,5.489999999999999E-4
Process101,20,3.9E-4
Process101,20,3.590000000000001E-4
Process101,20,3.4300000000000015E-4
Process101,20,3.3000000000000016E-4
Process101,20,3.490000000000001E-4
Process101,20,4.7100000000000006E-4
Process101,20,3.340000000000001E-4
Process101,20,3.3000000000000016E-4
Process101,20,3.440000000000002E-4
Process101,20,3.650000000000001E-4
Process101,20,4.0099999999999994E-4
Process101,20,3.9099999999999996E-4
Process101,20,4.810000000000001E-4
Process101,21,3.450000000000002E-4
